Province/State,Country/Region,Lat,Long,Dia-90,Dia-89,Dia-88,Dia-87,Dia-86,Dia-85,Dia-84,Dia-83,Dia-82,Dia-81,Dia-80,Dia-79,Dia-78,Dia-77,Dia-76,Dia-75,Dia-74,Dia-73,Dia-72,Dia-71,Dia-70,Dia-69,Dia-68,Dia-67,Dia-66,Dia-65,Dia-64,Dia-63,Dia-62,Dia-61,Dia-60,Dia-59,Dia-58,Dia-57,Dia-56,Dia-55,Dia-54,Dia-53,Dia-52,Dia-51,Dia-50,Dia-49,Dia-48,Dia-47,Dia-46,Dia-45,Dia-44,Dia-43,Dia-42,Dia-41,Dia-40,Dia-39,Dia-38,Dia-37,Dia-36,Dia-35,Dia-34,Dia-33,Dia-32,Dia-31,Dia-30,Dia-29,Dia-28,Dia-27,Dia-26,Dia-25,Dia-24,Dia-23,Dia-22,Dia-21,Dia-20,Dia-19,Dia-18,Dia-17,Dia-16,Dia-15,Dia-14,Dia-13,Dia-12,Dia-11,Dia-10,Dia-9,Dia-8,Dia-7,Dia-6,Dia-5,Dia-4,Dia-3,Dia-2,Dia-1,Clase
,Greece,390.742,218.243,420295,420670,420905,421266,421829,422456,423185,424165,425347,425964,426963,429144,430960,433021,435018,437345,438809,440872,444783,447718,450512,453200,455754,457312,459146,463473,466441,469042,471894,474366,475919,477975,482145,485015,487709,490552,493304,494907,497061,501030,503885,506672,509596,512342,514192,516785,521399,524871,528474,531967,535237,537125,539337,543749,547186,550459,554055,557239,559186,561812,566812,570077,573605,576672,579734,581315,583658,587964,590832,593668,596383,598667,599951,601716,605158,607356,609519,611648,613838,615157,616765,620355,622761,625083,627314,629498,630784,632908,636596,638921,641022
,Grenada,121.165,-61.679,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,161,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,178,178,180,180,180,180,180,180,188,188,188,196,196,212,222,222,230,266,295,317,317,357,357,461,539,817,817,1098,1238,1238,1613,1748,1748,1947,2345,2345,2386,2646,2740,3262,3490,3490,3841,4077,4356,4356,4638
,Guatemala,157.835,-902.308,288987,290852,291595,291977,292674,293583,296438,298904,301189,302012,302534,305319,308273,311342,314302,317311,318541,319157,322120,325024,327755,330651,333126,333827,334375,337762,340857,344221,347496,350816,352088,352584,355223,358798,362134,365528,368484,369626,370258,373047,377446,381514,385512,389510,390514,391118,394372,398990,403348,407564,411731,413040,413797,417620,422270,428096,433339,437919,439253,440007,444924,450150,455263,460017,463753,465059,465799,470277,475548,479376,484263,486819,487898,488538,492570,497690,500840,505640,509654,510724,511457,515756,519986,521093,525161,528588,529422,530026,533744,537987,542024
,Guinea,99.456,-96.966,23653,23692,23692,23744,23753,23770,23787,23807,23807,23807,23871,23895,23945,23999,24020,24065,24117,24134,24173,24252,24298,24385,24509,24668,24711,24765,24823,24823,24878,24993,25054,25126,25211,25293,25401,25564,25688,25801,25914,25992,26188,26188,26477,26847,26847,26969,27112,27311,27507,27645,27837,28020,28118,28255,28308,28428,28524,28647,28802,28802,29022,29022,29209,29209,29209,29209,29400,29501,29541,29605,29742,29842,29842,29864,29877,29918,29953,29987,30001,30029,30047,30085,30085,30136,30136,30136,30136,30271,30303,30303,30318
,GuineaBissau,118.037,-151.804,3845,3846,3846,3846,3853,3859,3869,3880,3881,3881,3881,3901,3906,3921,3934,3940,3947,3947,3961,3969,3998,4034,4044,4052,4052,4087,4108,4117,4148,4208,4212,4212,4281,4334,4387,4451,4479,4498,4498,4588,4629,4679,4702,4764,4788,4788,4864,4901,4986,5052,5099,5123,5123,5123,5206,5366,5416,5496,5518,5518,5590,5634,5676,5702,5745,5766,5766,5799,5829,5854,5869,5890,5902,5902,5934,5943,5958,5968,6021,6022,6022,6031,6042,6053,6069,6078,6080,6080,6087,6093,6094
,Guyana,4.860.416,-5.893.018,19674,19774,19877,19891,19959,20055,20142,20231,20305,20378,20389,20568,20645,20757,20834,20924,20953,21002,21055,21223,21274,21351,21471,21562,21562,21668,21733,21733,21850,22090,22150,22181,22234,22234,22372,22458,22523,22523,22523,22643,22643,22789,22843,22932,22982,22992,22992,23156,23244,23344,23455,23561,23575,23675,23795,23795,24047,24224,24336,24336,24506,24713,24864,24967,24967,25323,25403,25548,25770,25951,26112,26295,26510,26510,26772,26772,27301,27301,27782,27976,28099,28234,28532,28831,29072,29345,29553,29683,29824,30186,30444
,Haiti,189.712,-722.852,17963,17963,17963,18212,18341,18562,18658,18658,18658,18658,18952,19107,19172,19172,19220,19220,19220,19220,19220,19374,19374,19374,19374,19374,19547,19563,19563,19627,19762,19762,19762,19817,19918,20000,20077,20077,20077,20077,20157,20307,20307,20326,20326,20326,20326,20389,20389,20389,20507,20507,20507,20507,20556,20556,20556,20689,20689,20689,20689,20719,20746,20746,20833,20833,20833,20833,20850,20896,20916,20941,20977,20977,20977,21069,21094,21124,21124,21162,21162,21162,21178,21271,21318,21318,21330,21330,21330,21368,21431,21431,21453
,Holy See,419.029,124.534,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
,Honduras,15.2,-862.419,258349,259628,259628,260331,262069,262760,263376,265174,266918,267858,269000,270020,270689,271619,272730,273702,274478,274977,275675,276989,277974,279257,279257,279257,281604,282686,284187,285375,286635,286635,286635,290447,291687,292969,294561,297111,297111,297111,300572,300572,303387,304181,305936,305936,305936,305936,309029,312192,312192,316235,316235,316235,319831,321675,323625,323625,326830,326830,326830,329691,331372,331372,333890,333890,335398,335398,338757,338757,340559,342508,342508,343807,343807,346134,347511,348894,348894,350879,350879,350879,353641,353641,354970,354970,356707,357654,357654,359768,360598,361527,361527
,Hungary,471.625,195.033,807910,807910,807910,808042,808076,808128,808160,808197,808197,808197,808262,808294,808338,808393,808437,808437,808437,808539,808556,808612,808661,808725,808725,808725,808864,808889,808945,809016,809101,809101,809101,809262,809288,809362,809427,809491,809491,809491,809646,809672,809731,809803,809855,809855,809855,810011,810046,810126,810212,810316,810316,810316,810504,810549,810658,810781,810781,810781,810781,811121,811203,811337,811517,811706,811706,811706,812227,812337,812531,812793,813040,813040,813040,813688,813818,814064,814409,814732,814732,814732,815605,815851,816222,816680,817159,817159,817159,818231,818520,819021,819547
,Iceland,649.631,-190.208,6630,6637,6637,6637,6649,6649,6649,6649,6654,6654,6654,6654,6664,6664,6664,6675,6675,6675,6675,6675,6675,6675,6718,6718,6718,6832,6897,6967,7054,7148,7233,7304,7428,7545,7676,7801,7959,8051,8122,8233,8353,8508,8613,8738,8793,8900,8956,9126,9246,9376,9458,9522,9578,9682,9812,9916,9980,10053,10115,10177,10254,10341,10443,10514,10605,10658,10705,10789,10856,10912,10956,11010,11032,11063,11090,11130,11173,11199,11234,11247,11279,11307,11338,11377,11404,11404,11404,11471,11518,11558,11594
,India,20.593.684,7.896.288,30183143,30233183,30279331,30316897,30362848,30411634,30458251,30502362,30545433,30585229,30619932,30663665,30709557,30752950,30795716,30837222,30874376,30907282,30946147,30987880,31026829,31064908,31106065,31144229,31174322,31216337,31257720,31293062,31293062,31371901,31411262,31440951,31484605,31528114,31572344,31613993,31655824,31695958,31726507,31769132,31812114,31856757,31895385,31934455,31969954,31998158,32036511,32077706,32117826,32156493,32192576,32225513,32250679,32285857,32322258,32358829,32393286,32424234,32449306,32474773,32512366,32558530,32603188,32649947,32695030,32737939,32768880,32810845,32857937,32903289,32945907,32988673,33027621,33058843,33096718,33139981,33174954,33208330,33236921,33264175,33289579,33316755,33347325,33381728,33417390,33448163,33478419,33504534,33531498,33563421,33594803
,Indonesia,-0.7893,1.139.213,2072867,2093962,2115304,2135998,2156465,2178272,2203108,2228938,2256851,2284084,2313829,2345018,2379397,2417788,2455912,2491006,2527203,2567630,2615529,2670046,2726803,2780803,2832755,2877476,2911733,2950058,2983830,3033339,3082410,3127826,3166505,3194733,3239936,3287727,3331206,3372374,3409658,3440396,3462800,3496700,3532567,3568331,3607863,3639616,3666031,3686740,3718821,3749446,3774155,3804943,3833541,3854354,3871738,3892479,3908247,3930300,3950304,3967048,3979456,3989060,4008166,4026837,4043736,4056354,4066404,4073831,4079267,4089801,4100138,4100138,4116890,4123617,4129020,4133433,4140634,4147365,4153355,4158731,4163732,4167511,4170088,4174216,4178164,4181309,4185144,4188529,4190763,4192695,4195958,4198678,4201559
,Iran,32.427.908,53.688.046,3150949,3157983,3167741,3180092,3192809,3204557,3218860,3232696,3241037,3254818,3270843,3286923,3304135,3327526,3344122,3355786,3373450,3394279,3417029,3440400,3464055,3485940,3501079,3523263,3548704,3576148,3603527,3623840,3645654,3664286,3691432,3723246,3758197,3792014,3826447,3851162,3871008,3903519,3940708,3979727,4019084,4057758,4092671,4119110,4158729,4199537,4238676,4281217,4320266,4359385,4389085,4425821,4467015,4517243,4556417,4587683,4616516,4640695,4677114,4715771,4756394,4796377,4833135,4869414,4895448,4926964,4960744,4992063,5025233,5055512,5083133,5103537,5129407,5156986,5184124,5210978,5237799,5258913,5275567,5295786,5318327,5340656,5360387,5378408,5396013,5408860,5424835,5442232,5459796,5477229,5493591
,Iraq,33.223.191,43.679.291,1316418,1321232,1325700,1332046,1338604,1345904,1353458,1359836,1365211,1371475,1379505,1388323,1397100,1406289,1414925,1421746,1429362,1438511,1447557,1457192,1466529,1474865,1483014,1491712,1501595,1510517,1518837,1526943,1535848,1543501,1552648,1564828,1577013,1590528,1603787,1616384,1626599,1635993,1648727,1660371,1673084,1684955,1696390,1704363,1712709,1722328,1732298,1740933,1751176,1761143,1768753,1775764,1784594,1793372,1801364,1809376,1815497,1819455,1825089,1832240,1839910,1847697,1855781,1862983,1868352,1874435,1881213,1888150,1895459,1902407,1908079,1912395,1917292,1922942,1928930,1934335,1939408,1944125,1947211,1950765,1954969,1959369,1963264,1967187,1970746,1972705,1975220,1978412,1981493,1984399,1987352
,Ireland,531.424,-76.921,270477,270920,271260,271589,271931,271908,272784,273296,273744,274306,274641,275038,275571,276104,276735,277316,277892,278464,279053,279790,280784,281954,283331,284510,285581,286691,287951,289139,290525,291870,292996,294272,295386,296687,298048,299549,300976,302074,303426,304310,305527,307019,308800,310628,312465,313876,315385,317204,318937,320915,322989,324747,326188,327684,329388,331206,333304,335429,337117,338707,340278,342329,344195,346070,348067,349773,351065,352447,354236,352529,353936,355639,356819,357955,359420,360957,362228,363847,365313,366659,367536,368712,367536,371301,372687,374143,375367,376517,377937,379366,380720
,Israel,31.046.051,34.851.612,840638,840823,840888,841196,841486,841777,842067,842371,842648,842969,843465,843892,844378,844989,845379,845811,846134,846327,847602,848322,849274,850104,850968,851723,852943,854434,855552,856986,857977,859398,860652,862717,864912,867240,869063,871343,874018,875801,879650,882798,885766,890201,893105,897326,900482,906405,910569,918237,924762,929274,934896,939360,948058,956310,962193,970606,978212,985489,990524,999110,1011223,1017825,1028271,1034623,1045800,1051609,1061488,1066352,1082981,1096881,1104971,1112964,1117596,1117596,1117596,1139887,1145932,1154286,1165682,1172253,1184053,1194783,1202212,1208403,1211443,1220397,1228129,1235064,1242262,1247633,1254351
,Italy,4.187.194,1.256.738,4256451,4257289,4258069,4258456,4259133,4259909,4260788,4261582,4262511,4263317,4263797,4264704,4265714,4267105,4268491,4269885,4271276,4272163,4273693,4275846,4278319,4281214,4284332,4287458,4289528,4293083,4297337,4302393,4307535,4312673,4317415,4320530,4325046,4330739,4336906,4343519,4350028,4355348,4358533,4363374,4369964,4377188,4383787,4390684,4396417,4400617,4406241,4413162,4420429,4427827,4435008,4440669,4444338,4449606,4456765,4464005,4471225,4478691,4484613,4488779,4494857,4502396,4509611,4517434,4524292,4530246,4534499,4539991,4546487,4553241,4559970,4566126,4571440,4574787,4579502,4585423,4590941,4596558,4601749,4606413,4609205,4613214,4618040,4623155,4627699,4632275,4636111,4638516,4641890,4645853,4649906
,Jamaica,181.096,-772.975,49909,49964,50005,50054,50080,50124,50166,50242,50242,50242,50389,50404,50456,50497,50568,50629,50720,50757,50793,50848,50913,50983,51052,51135,51220,51282,51408,51542,51686,51686,51984,52089,52141,52322,52504,52684,52895,53237,53237,53543,53639,53839,54165,54480,54859,55140,55456,55790,56165,56709,57289,57945,58458,59088,59377,59932,60488,61282,61282,62712,63464,63831,64294,64899,65734,66663,67402,68131,68482,69054,69789,70657,71344,71987,72824,73496,74007,74645,75297,75857,76451,76987,77497,77989,78590,79127,79673,80406,80780,80959,81394
,Japan,36.204.824,138.252.924,793179,794805,796077,797084,798485,800305,802038,803812,805696,807180,808220,809909,812089,814319,816593,819051,821083,822594,824990,828201,831621,835029,838953,842018,844386,848222,853137,858503,862585,866325,871360,876059,883767,893442,904126,914718,927058,937348,945746,957791,971905,987206,1002693,1017728,1032080,1044992,1055566,1071348,1090301,1110701,1130841,1148743,1163665,1183525,1207512,1232585,1258477,1283857,1306221,1323164,1344774,1369091,1394041,1418064,1440812,1460222,1473847,1491514,1511522,1529832,1546477,1562476,1575383,1583665,1594299,1606710,1617099,1625909,1634758,1641963,1646128,1652383,1659192,1663818,1669982,1674684,1678092,1680328,1682089,1685325,1688929
,Jordan,31.24,36.51,749046,749319,749784,750389,750886,751404,751937,752395,752617,753192,753776,754281,754927,755480,755948,756354,756923,757690,758291,759025,759686,760161,760550,761225,761225,762420,762706,763106,763437,763922,764983,766114,767327,768382,769390,770150,770712,771753,771753,773657,774554,775251,775782,776178,777164,778093,779019,779530,780542,781552,782210,783448,784631,785697,786585,787367,788088,788088,789474,790450,791466,792278,793182,793182,794350,795161,796259,797126,798091,798984,799825,800240,801288,802349,803351,804326,804326,806012,806012,807384,807384,809443,810559,811463,812253,812681,813601,813601,815546,816574,817487
,Kazakhstan,480.196,669.237,473228,473282,476740,478063,480162,482686,485352,488204,491277,491277,497008,499755,502581,502581,505630,512685,516624,520336,524878,524878,536089,541747,547386,547510,547510,563173,568915,575267,641388,582013,595577,602397,609646,617387,625165,633469,633469,649207,656734,664724,672895,681077,688976,697580,705327,712597,720842,729016,729016,745138,745138,760241,767163,774760,782518,790205,797676,804711,811052,816721,823189,829924,836736,843291,849557,854842,859203,863581,868921,874209,879358,884224,888188,891783,895764,900172,904471,908396,912241,915383,918208,921440,925024,928341,931458,934449,936954,939065,941793,944733,947482
,Kenya,-0.0236,379.062,181885,182393,182597,182884,183603,184161,184537,185060,185591,185868,186053,186453,186959,187525,187977,188513,188754,188942,189703,190183,191020,191712,192435,192758,193189,193807,194310,195111,195898,196745,197409,197959,198935,199941,201009,201954,203213,203680,204271,205356,206691,208262,209823,211028,211828,212573,213756,215730,217276,218713,219938,220727,221406,222894,224400,225663,227077,228363,229009,229628,230794,232052,232869,233801,234589,234952,235298,235863,236881,237851,238852,239692,240172,240430,241134,241783,242284,242945,243456,243725,243929,244380,244826,245337,245781,246296,246530,246643,246956,247358,247675
,Kiribati,-33.704,-168.734,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,South Korea,35.907.757,127.766.922,154457,155071,155572,156167,156961,157723,158549,159342,160084,160795,161541,162753,164028,165344,166722,168046,169146,170296,171911,173511,175046,176500,177951,179203,180481,182265,184103,185733,187362,188848,190166,191531,193427,195099,196806,198345,199787,201002,202203,203926,205702,207406,209228,210956,212448,213987,216206,218192,220182,222111,223928,225481,226854,228657,230808,232859,234739,236366,237782,239287,241439,243317,245158,246951,248568,250051,251421,253445,255401,257110,258913,260404,261778,263374,265423,267470,269362,271227,272982,274415,275910,277989,279930,281938,284022,285931,287536,289263,290983,292699,295132
,Kosovo,42.602.636,20.902.977,107299,107299,107299,107331,107335,107758,107768,107785,107788,107797,107800,107810,107819,107827,107835,107842,107854,107859,107867,107879,107883,107894,107896,107903,107906,107921,107926,107954,107973,107992,108017,108031,108073,108131,108203,108273,108365,108465,108513,108623,108844,109039,109310,109662,109931,110194,110756,111644,112653,113781,115151,116247,116987,118752,120862,123098,125348,127627,129309,130376,132277,134818,137052,139150,141041,142671,143603,144986,146880,148492,150001,151279,152169,152658,153578,154607,155310,155995,156578,157002,157261,157618,158028,158396,158675,158934,159107,159155,159328,159488,159621
,Kuwait,2.931.166,47.481.766,348262,349923,351481,353133,354851,356687,358511,360406,362018,363672,365649,367642,369227,370932,372549,374104,375594,377364,379076,380699,382084,383347,384573,385762,386869,387912,388881,389868,390794,391781,392617,393605,394538,395479,396332,397098,397831,398538,399343,400128,400979,401697,402293,402794,403349,403868,404463,404887,405442,405859,406234,406540,406883,407139,407376,407652,407878,408078,408245,408434,408600,408797,409009,409177,409363,409552,409736,409860,409961,410072,410167,410270,410342,410413,410496,410562,410631,410693,410734,410784,410842,410901,410960,411018,411081,411124,411180,411233,411278,411316,411358
,Kyrgyzstan,4.120.438,74.766.098,118981,119873,120865,121946,123038,125003,126395,127880,129232,130633,132070,133303,134501,135739,137058,138353,139648,140978,142270,143668,144958,146292,147656,149029,150316,151607,152709,153878,155005,156152,157147,158120,159089,160085,161015,161973,162892,163846,164743,165540,166236,167076,167734,168415,169017,169500,169971,170353,170770,171238,171758,172090,172327,172668,172937,173186,173428,173676,173920,174148,174347,174576,174813,175009,175224,175437,175589,175734,175876,176018,176193,176347,176473,176582,176682,176779,176883,176983,177083,177158,177226,177308,177389,177484,177567,177653,177722,177780,177869,177941,178036
,Laos,1.985.627,102.495.496,2094,2100,2110,2110,2110,2121,2144,2176,2213,2244,2300,2356,2400,2469,2537,2630,2719,2825,2901,2976,3092,3187,3295,3426,3540,3710,3863,4119,4342,4620,4762,4985,5154,5434,5675,5919,6299,6566,6765,7015,7305,7511,7778,7778,8392,8561,8876,9161,9363,9668,9894,10092,10441,10648,11029,11313,11753,12164,12469,12621,12957,13909,14104,14351,14466,14641,14816,15015,15289,15459,15605,15761,15933,16058,16365,16576,16742,16936,17140,17357,17555,17682,17905,18059,18347,18814,19185,19399,19730,19952,20646
,Latvia,568.796,246.032,137130,137169,137210,137240,137329,137429,137500,137540,137600,137631,137653,137699,137747,137797,137831,137863,137899,137917,137970,138004,138041,138087,138126,138159,138184,138238,138300,138344,138382,138425,138481,138504,138572,138650,138717,138799,138863,138899,138925,139037,139134,139204,139284,139347,139421,139462,139587,139707,139814,139941,140049,140122,140171,140325,140505,140651,140784,140944,141045,141118,141287,141536,141686,141867,142123,142319,142400,142637,143106,143446,143800,144160,144518,144632,144943,145402,145893,146381,146800,147193,147328,147788,148485,149081,149614,150156,150560,150749,151243,151917,152693
,Lebanon,338.547,358.623,544165,544291,544454,544520,544705,544866,545016,545226,545363,545570,545671,545965,546366,546766,547170,547497,547811,547961,548455,548972,549427,550004,550492,550942,551157,551789,552328,552871,553615,554458,555302,555643,557145,558369,559473,560396,561380,562527,563124,564354,565896,567044,568505,570098,571650,572401,573959,576550,578367,579999,581497,583012,583718,584896,586585,588578,589597,590983,592156,592780,593929,595522,596854,597978,599298,600451,601226,602266,603288,604409,605521,606536,607400,608041,609189,610197,611097,611912,612713,613498,613982,614688,615532,616179,617036,617662,618278,618580,619232,619950,620552
,Lesotho,-29.61,282.336,11168,11239,11239,11239,11344,11344,11416,11544,11568,11568,11568,11634,11638,11644,11646,11903,11903,11903,11907,12153,12153,12398,12398,12398,12398,12398,12630,12679,12679,12787,12880,12880,12880,12887,12908,12908,12908,13603,13603,13603,13603,13603,13603,13603,13603,13843,13845,13845,13862,14243,14243,14243,14352,14352,14352,14370,14370,14371,14371,14382,14382,14388,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395,14395
,Liberia,6.428.055,-9.429.499,3265,3529,3529,3736,3794,3900,4093,4304,4520,4520,4520,4918,4918,4994,4994,4994,5102,5156,5215,5215,5276,5306,5306,5315,5396,5396,5396,5404,5404,5404,5404,5404,5404,5404,5404,5404,5404,5404,5404,5459,5459,5461,5461,5461,5461,5461,5461,5482,5482,5482,5482,5504,5504,5508,5508,5518,5518,5518,5527,5527,5527,5527,5538,5538,5538,5538,5594,5594,5594,5594,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5727,5904,5904,5904,5915,5915,5915,5915
,Libya,263.351,17.228.331,192129,192129,192470,192786,193238,193474,193905,194323,194323,195042,195824,196894,198142,199526,201236,201236,204090,206769,209409,212013,214568,217434,217434,221495,224920,226701,226701,227433,229604,229604,233449,236961,240309,243470,246200,249114,249114,253436,256328,258467,260951,262948,264827,264827,267846,269847,271981,274453,276739,279099,279099,281930,284618,286894,289219,291168,293532,293532,295254,296879,298773,300455,302177,303790,303790,305793,307471,308972,310637,312116,313504,313504,315418,316797,318069,319568,321370,322487,322487,323930,325221,326370,327803,328856,329824,329824,330945,332026,333064,334049,335055
,Liechtenstein,47.14,9.55,3032,3032,3032,3034,3034,3036,3039,3040,3042,3042,3045,3047,3049,3052,3054,3056,3057,3058,3058,3060,3061,3061,3061,3061,3069,3069,3070,3073,3073,3075,3075,3076,3080,3083,3085,3085,3085,3085,3087,3089,3091,3092,3094,3099,3101,3102,3107,3119,3127,3140,3146,3155,3161,3175,3185,3198,3209,3219,3223,3228,3233,3247,3250,3257,3259,3263,3266,3273,3278,3289,3301,3314,3322,3331,3343,3352,3365,3370,3376,3380,3386,3390,3394,3394,3402,3405,3405,3419,3425,3429,3436
,Lithuania,551.694,238.813,278608,278655,278674,278689,278726,278769,278809,278826,278863,278888,278906,278950,278984,279024,279094,279167,279192,279217,279302,279381,279488,279572,279662,279745,279813,279914,280093,280296,280541,280774,280966,281063,281284,281629,282039,282416,282818,283016,283246,283656,284191,284432,285209,285726,286103,286408,286943,287569,288173,288747,289346,289810,290170,290766,291412,291969,292552,293342,293767,294086,294708,295373,296096,296738,297334,297777,298165,298825,299532,300339,301167,302014,302624,302979,303692,304600,305605,306558,307622,308464,308956,309855,311151,312481,313692,315066,315949,316695,317852,319281,321243
,Luxembourg,498.153,61.296,70600,70600,70600,70642,70695,70787,70895,71031,71031,71031,71429,71547,71748,71879,72010,72010,72010,72257,72391,72509,72632,72759,72759,72759,72985,73074,73215,73309,73412,73412,73412,73551,73637,73744,73816,73870,73870,73870,73990,74042,74144,74212,74262,74262,74262,74395,74437,74498,74545,74595,74595,74595,74690,74779,74855,74918,74985,74985,74985,75130,75216,75312,75442,75517,75517,75517,75672,75760,75904,75981,76102,76102,76102,76245,76358,76455,76540,76632,76632,76632,76798,76894,76996,77098,77189,77189,77189,77340,77441,77552,77688
,MS Zaandam,0.0,0.0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
,Madagascar,-18.766.947,46.869.107,42194,42194,42194,42194,42207,42216,42247,42264,42288,42311,42329,42337,42358,42376,42392,42392,42392,42392,42462,42462,42479,42495,42520,42536,42538,42551,42558,42561,42581,42590,42599,42599,42607,42615,42645,42652,42663,42665,42672,42674,42685,42685,42685,42685,42776,42781,42787,42791,42795,42802,42811,42811,42819,42819,42832,42836,42838,42842,42845,42847,42847,42850,42854,42857,42862,42862,42862,42869,42873,42873,42878,42881,42884,42884,42884,42884,42884,42891,42894,42894,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898,42898
,Malawi,-132.543,343.015,35388,35554,35629,35709,35897,36126,36359,36573,36820,36926,37057,37366,37556,37983,38434,38946,39186,39418,39932,40713,41498,42254,43043,43470,43817,44684,45465,46417,47265,48066,48637,49009,49752,50381,51141,51809,52347,52631,52987,53503,54178,54715,55218,55699,55920,56135,56574,56952,57273,57620,57896,58083,58221,58465,58861,59048,59249,59399,59471,59624,59787,59954,60090,60221,60313,60345,60386,60494,60583,60663,60728,60803,60821,60852,60898,60965,60995,61052,61098,61113,61137,61171,61207,61250,61287,61337,61363,61382,61416,61433,61453
,Malaysia,4.210.484,101.975.766,722659,728462,734048,739266,745703,751979,758967,765949,772607,778652,785039,792693,799790,808658,817838,827191,836296,844870,855949,867567,880782,893323,905851,916561,927533,939899,951884,964918,980491,996393,1013438,1027954,1044071,1061476,1078646,1095486,1113272,1130422,1146186,1163291,1183110,1203706,1224595,1243852,1262540,1279776,1299767,1320547,1342215,1363683,1384353,1404899,1424639,1444270,1466512,1489460,1513024,1535286,1555093,1572765,1593602,1616244,1640843,1662913,1685510,1706089,1725357,1746254,1765016,1786004,1805382,1824439,1844835,1862187,1880734,1900467,1919774,1940950,1960500,1979698,1995771,2011440,2030935,2049750,2067327,2082876,2097830,2112175,2127934,2142924,2156678
,Maldives,32.028,732.207,72944,73094,73327,73482,73660,73798,73931,74074,74224,74351,74480,74585,74724,74848,74903,74993,75071,75162,75332,75405,75622,75736,75816,75879,76019,76188,76332,76454,76546,76627,76750,76848,76953,77094,77202,77309,77432,77547,77633,77758,77895,77999,78130,78243,78356,78464,78578,78690,78815,78926,79000,79137,79289,79419,79525,79659,79754,79864,79959,80067,80218,80328,80436,80539,80678,80791,80960,81112,81301,81474,81653,81810,81979,82099,82264,82364,82475,82578,82684,82822,82950,83070,83162,83248,83332,83494,83576,83655,83875,84017,84103
,Mali,17.570.692,-3.996.166,14404,14414,14417,14419,14422,14426,14428,14435,14438,14449,14451,14454,14454,14455,14457,14461,14463,14476,14486,14492,14496,14502,14509,14513,14513,14522,14524,14527,14532,14540,14542,14546,14551,14563,14566,14574,14584,14587,14589,14595,14605,14615,14633,14637,14642,14647,14652,14662,14669,14685,14692,14695,14697,14701,14714,14735,14740,14749,14757,14763,14778,14795,14803,14814,14846,14857,14873,14889,14895,14909,14919,14930,14939,14942,14949,14961,14968,14977,14981,14983,14984,14991,15002,15020,15029,15060,15068,15074,15082,15103,15123
,Malta,359.375,143.754,30603,30606,30606,30612,30618,30623,30627,30633,30640,30652,30664,30675,30700,30755,30851,30960,31061,31240,31394,31612,31834,32069,32275,32470,32616,32833,33032,33198,33370,33541,33668,33762,33904,33995,34090,34201,34295,34375,34439,34508,34590,34668,34716,34787,34846,34902,34953,35040,35091,35192,35286,35337,35380,35434,35516,35602,35653,35721,35774,35831,35866,35908,35950,35990,36039,36089,36123,36171,36247,36322,36364,36426,36475,36512,36553,36606,36636,36674,36708,36758,36793,36843,36875,36900,36927,36952,36972,36994,37018,37036,37048
,Marshall Islands,71.315,1.711.845,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
